1681,NONE,    Hola  esta es la portada de hoy  jueves 2 de febrero Un saludo a todos http:tcoUfho2p6U,NONE
1682,N,  Por qué el felipismo suspende su cena conciabulo Se lo contamos en el @TelediarioInter 20:30,OPINION
1683,NEU,   Si gallardòn es el mismo de siempre y no ha perdido facultades me temo q en la réplica va a destrozar a  villarubia #qseprepare,OPINION
1684,P, Bueno pues a las 4 voy a conocer la #chatidieta   por si te apuntas @gemmadelcorral,OPINION
1685,NONE,    Memoria necesaria @santigonzalez10  Joseba Pagaza  VII aniversario http:tco7mbRAg0u,OPINION
1686,P, Referencia Consejo Ministros Aprobado el mecanismo de financiación a las entidades locales para el pago a proveedores  http:tcoeeU5ln8s,OPINION
1687,P+,  Son la bomba  Espectacular ClementeClon En @Fede_dejuan @LosClones me muero de la risa  hahahshahshshaha,OPINION
1688,N,  Alguno de los que andan en el congreso del PP puede contarme si la expo sobre Fraga incluye alguna foto de su etapa franquista Curiosidad,OPINION
1689,P, Bueno  4 goles  igual es sólo fin de ciclo,OPINION
1690,N+,  Pues el logo de #Madrid2020 no me gusta Tanto arco iris me recuerda a Curro  el de la #Expo92  aún siendo éste último aún peor,OPINION
1691,P+,  RT @Mark0_Angel @paurubio mmmmmmmmmmmmmm UNOS CHILAQUILES y tuaaaa,OPINION
1692,P+,  Qué cosas nuevas os gustaría ver en los próximos videocapítulos del 2012muchos besos,OPINION
1693,P+,  Grandioso Rafa Nadal,OPINION
1694,P+,  El Congreso aplaude a Fátima Báñez Soberanía nacional vs coacción sindical @TelediarioInter 20:30,OPINION
1695,NONE,    Chate pal lao que me ciegaaas RT @monsherrygirl &amp;ldquo;@AlejandroSanz Ya es vierneeees Imagina aqui en  http:tcoTPE7pRoF,OPINION
1696,P, Gran articulo de Carmen SMacías  http:tcoEIFuOKrB vía @larazon_es,OPINION
1697,NEU,   El principal reto del PSOE d Rubalcaba no es cerrar la fractura interna sino curar la fractura con la sociedad española http:tcoVxr9nU46,OPINION
1698,P, @AberronchoTV @David_Busta te mando un saludo de cántabro a cántabro  un abrazoABERRONCHOOOOOO Abrazo,OPINION
1699,P, @iescolar Perdona  pero eso lo respeta solo pide que no se llame  matrimonio  porque no hay  mater,OPINION
1700,NONE,    Lo voy a decir solo una vez más  ESTO DE LOS RETWITS SON COMO LOS BESOS SE DAN NO SE PIDEN #estonoestucorchopublicitario,OPINION
1701,N, Q lo paguen ellos RT @joseantoniodelp @mariviromero @migar_ @miguehijano @ahora_andal Últimos días de Mentiras y gordas saludos,OPINION
1702,N+,  Garzón se queja d que le quitan la escolta Olvida que ahora ya no es juez  es un delincuente condenado por el Tribunal Supremo,OPINION
1703,N, Me da penita quitarlo http:tcoF2DKW50n,OPINION
1704,N, Por qué hace siempre mal tiempo en Semana Santa  según Josep Pla  http:tcoFQIVeDSM,OPINION
1705,NONE,    Dentro de muy poco en @ABCPuntoRadio con @melchormiralles (lo llevo),OPINION
1706,N, Hemos hablado con Navarro Valls sobre la amenaza laicista de Rubalcaba @TelediarioInter 20:30,OPINION
1707,N, Creo que no machacaré a @susannagriso ahora en @EspejoPublico porque ya ha venido derrotada  Pena  hombre,OPINION
1708,N+,  Recortes por parte del @psoe  No   no El Gobierno recorta en investigación universitaria http:tco0iiF7OBG,OPINION
1709,P+,  Os doy una pista Se va a sentir muy identificado un país cercano,OPINION
1710,P, Te espero  baby @babymar71 Feliz Año Pedro J   conocerte  ha sido tan emocionante para mi  ya q me invitases a firmarme mi PN Iré,OPINION
1711,NONE,    Cambios en el impuesto de sociedades http:tcoYLANQFt2,OPINION
1712, Mor,enés por lo que veo ha dado mas ruedas de prensa hoy en Bruselas que Chacón en 3 años,OPINION
1713,P+,  Gracias a todas por hacernos mejores seres humanos,OPINION
1714,NONE,    RT @CR_Corazones @AlejandroSanz #VotenporOscarCruz *7714 #VotenporOscarCruz *7714 #VotenporOscarCruz *7714 :),OPINION
1715,P, Hoy he conocido a @_danielmartin_ eres un crack Lástima q solo he podido escuchar unas canciones http:tcoWZv8KYSG,OPINION
1716,N+,   Crisis  Para quienbitlyxAEdm7,OPINION
1717,N, Este es el apoyo d  @pepegrinan a los agricultores:Asaja critica a la Junta ante ls deudas a ls citricultores dsd 2009  http:tcohnJiM9lr,OPINION
1718,NONE,    Portada El Mundo http:tcoBF6RfGzF,OPINION
1719,P+,  Discursos para políticos y profesionalesse trata ante todo de empatia ponerse en la piel de quien te escucha #iesecampañas,OPINION
1720,NEU,   No pudimos aprovechar el gol inicial y ellos sacaron provecho en el segundo tiempo del jugador de más,OPINION
1721,NONE,    El PSOE no es laico  ni laicista  ni ateo es anticristiano En el @TelediarioInter 20:30n les explicamos por qué,OPINION
1722,P+,  El gobierno más Noble de la historia reciente http:tco23KQOpkM (via @jmvivar ),OPINION
1723,P, Con el público en la publi http:tcoAXYRIaxE,OPINION
1724,P, Lo inhabilitan pero sigue siendo moralmente un gran juez Mañana tendrán que rehabilitarlo,OPINION
1725,NONE,    Unidad de mercado con las CCAA,OPINION
1726,P, Gracias  Jose María @tintoclarete @pedroj_ramirez yo me he suscrito Creo en el periodismo de investigación Y quiero que sigáis así,OPINION
1727,P, #RbcbenValencia  No preguntaré a nadie donde milita  si es mayor  jóven o si lleva tiempo militando  preguntaré si tiene ideas para mejorar,OPINION
1728,NONE,    La semana del Presidente | Tras el presidente http:tco8T5DxYoZ via @telecincoes,OPINION
1729,NONE,    Acabo de verla en este instante en el Real @rascal948 @pedroj_ una sugerencia Una entrevista EM a Elena Salgado Donde esta,OPINION
1730,N+,  En el alemán d Normandía  miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York http:tcojo8CjhHK,OPINION
1731,P+,  He oido que esta noche 500 millones de personas verán el partido Madre míaBuena suerte a todos,OPINION
1732,N,  dice Elorza q  no es inteligente  plantear la desaparición del cupo cdo  estamos en el camino de conseguir el fin del terrorismo  (y 2),OPINION
1733,P+,  Pedazo de musical#muyrecomendable#inclusoparanosabineros http:tcoLwVSyTCB,OPINION
1734,P, Recomiendo este artículo de sentido común sobre el techo de gasto dl catedrático F De Carreras  en @LaVanguardia http:tcoc2o6ewFP,OPINION
1735,P+,  Un artículo en homenaje a  Los héroes de Orzán  http:tcoQzkYLMY6 #heroesOrzan http:tcotEebzeuW,OPINION
1736,N, En Madrid  el presupuesto de Formación y Empleo ya se ha recortado un 20% No podemos permitir más tijeretazos  http:tcoxpJMa8Ob,OPINION
1737,NONE,    @ElenaValenciano día de declaraciones  en cope telemadrid punto radio y canal Extremadura  Unidad y cambio,NONE
1738,P, @sanchez_sonia menos mal que has especificado ;-),OPINION
1739,P+,  Primer Premio Fotografía  en la XII edición Premios Culturas de Extremadura  para  Minerva Mateos http:tcoRnzEWlPB,OPINION
1740,P, Eso si antes no voy yo a #Madrid;-)))  RT @ccifuentes @mariviromero Por supuesto  en #Sevilla nos veremos :-),OPINION
1741,N+,  El soldado Bradley Manning se enfrentará al consejo de guerra  http:tcoUh2Y5tgv via @el_pais,OPINION
1742,N, no tengo el menor interés @alxnew @PilarGGranja preguntarle si piensa lo mismo a @pedroj_ramirez,NONE
1743,N, La mayor tormenta solar de los últimos años podría afectar a la Tierra  hoy Se notará sobre todo en el aumento de las auroras boreales,OPINION
1744,NEU,   Los bancos se financian al 1%  BCE Compran bonos  que proporcionan 4%No parece mal negocioSe fortalecenY el crédito a la economía real,OPINION
1745,N, Mi columna hoy en @Semanaldigital   Políticos  sí pandilleros  no  #Andalucía necesita una regeneración commo el comer http:tcoldaP816H,OPINION
1746,P+,  Es lo maravilloso de este nuevo medio de expresión Twitter Disfruten del momento  absurdo  esencial  frívolo Real #Twitternacion,OPINION
1747,NEU,    No hay ningún informe q indique q #ETA vaya a actuar   coinciden Mº Interior y Cjero vasco Pero recuerdan  no ha desaparecido,OPINION
1748,N, No creo  no Rubalcaba estalla contra Griñán por teléfono y amenaza con impugnarle - España http:tcoMlmKwJcI via @elconfidencial,OPINION
1749,NONE,    En unos minutos  en directo en 13TV Me pregunta @alfonsomerlos,OPINION
1750,NEU,   Desde hace 2meses Gobierno trabaja en modificación CPenal para equiparar violencia de los antisistema con la callejera ligada al terrorismo,OPINION
1751,NEU,   Rosa Díez acepta que se le sume el diputado de Cascos Lo había rechazado y lo criticó en 2008 cuando lo hicieron ERC  IU  ICV y BNG,OPINION
1752,NONE,    Bdías Voy ahora al programa de Federico Jiménez Losantos a hablar de #ElPrimerNaufragio Seguro que salen también Urdangarin y el 11-M,NONE
1753,N+,  Estas mas seria que una papa al borde de una sarten RT @sambitah @AlejandroSanz yo no sonrio  ni porque es mi cumpleaños :(,OPINION
1754,N, El día de la marmota http:tcokBWiTQaa  o cómo a veces los periodistas contamos las mismas cosas año tras año,OPINION
1755,N+,  Encontrado nuevo zulo con explosivos en el País Vasco Mientras ETA exista el camino es seguir combatiéndola,OPINION
1756,P, Cafe Berlin Flipando con el concierto en directo Ríete de Manhattan http:tco4czNjIwf,OPINION
1757,N+,   Os gusta la nueva aplicación de Twitter A mi me despista bastante  Qué ventajas le veis sobre la anterior Yo  de momento  ninguna,OPINION
1758,NONE,    Y yo pensando en que me pongo para @otramovida,OPINION
1759,NEU,   #quemiedo como nos  rescaten,OPINION
1760,P, Os invito a participar en debate online sobre Proyecto de Ley contra el Dopaje en @ADI_elpv http:tco5cH2NYy9 #Adidoping,OPINION
1761,P+,  Que bien me lo he pasado esta noche en el espectáculo Que bé m ho he passat Gràcies Gracias  #terratpack,OPINION
1762,N+,  El Gobierno intervendrá Andalucía si no cumple el déficit No caben medias tintas,OPINION
1763,N, Buenos días Camino de @anarosaq para hablar de Urdangarin  ref laboral  blanco  bronca en Psoe Sevilla  casi ná,OPINION
1764,P, The boss ;) RT @sintiendosanz El locutor mas pekeño el sanzerito mas tierno de @RSanzOficial Jacobo @AlejandroSanz http:tcoe3ia1wAP,OPINION
1765,P, feliz cumple @soniachaconp ;-)),OPINION
1766,NONE,    Buenos días Hoy  Desayunos de TVE a las 9 con @anapastor_tve  @anabeldn y @radiocable Estará el ministro García Margallo,OPINION
1767,N+,  Tres ministros de Rajoy dan tres cifras o estimaciones del objetivo de déficit sobre el 8% en un día Guindos  Montoro y Fernández,OPINION
1768,N, El mundo árabe  cada día menos seguro Os lo contamos en el @TelediarioInter 20:30,OPINION
1769,N+,  Los funcionarios  además de tener congelado el sueldo  tendrán que trabajar dos horas y media más O sea  en la práctica  recorte salarial,OPINION
1770,P+,  Buenos días a todos  que tengáis un estupendo miércoles :-),OPINION
1771,N+,  A los que os habéis quedado sin entrada  lo siento mucho  no sabia que había tanto interés (sobre todo porque es una quedada chorra),OPINION
1772,P, @EGPanda @David_Busta slds desde ChileABRAZOOOOO,OPINION
1773,NEU,   El PNV le pide a Rajoy una política penitenciaria más flexible con ETA,OPINION
1774,P, Vale  llamadme loco  pero creo que el capitán Haddock es familia de Alfredo Landa#miscositas http:tcor9m8wZyJ,OPINION
1775,NEU,    @eliasbendodo   este es el código de barras del @psoeandalucia y @psoemalaga   http:tcogyTG1gdp,OPINION
1776,P, Sabemos lo q es gestionar una crisis  dice @sorayapsoe #sincomentarios,OPINION
1777,P, gracias Empezaba a pensar q me tenias manía o peor Q no me  ajuntabas  Hahahaha  @MonsieurSansFoy  Lo tendrá su merced  pues lo merece,OPINION
1778,P+,  Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http:tcob79seDyj vía @Semanaldigital,OPINION
1779,N, Menuda palma q tiene Juan Iranzo http:tco4TIUOJlM,OPINION
1780,NONE,    @alexfies @Edurnity en madrid cuando llega el musical o ya esta el 21 de Febero,OPINION
1781,NONE,    Comienza la entrevista en Los Desayunos de TVE,OPINION
1782,NONE,    Escuchando al presidente de CEIM  Arturo Fernández  en el Foro Nueva Economía  http:tcojH8FD1rm,OPINION
1783,P+,  Escuchando los sonidos d la calledelicioso,OPINION
1784,NEU,   y preguntamos en @13television   será 2012 un año mejor o peor que 2011 para las familias españolas  por qué @13tv_AlDia @DHAM_13tv,OPINION
1785,NEU,   La encuesta de EP da mayoría absoluta al PP en Andalucía Yo no lo veo tan claro Semana intensa Decidirán unos miles de votos,OPINION
1786,N+,   Si un violador está libre  el sistema judicial está fallando  http:tco4hw5u5gk,OPINION
1787,P+,  Rajoy sobre las elecciones andaluzas  ya estoy sintiendo la alegría del triunfo  #17CongresoPP,OPINION
1788,P, Grande el Patio:)) De repente descubro que no estoy solo frente a mi atribulada conciencia de padre desconcertado Grande  el Patio,OPINION
1789,P+,  Porque público nos explica la realidad y los responsables de lo que ocurre El por qué de las cosas Recuerda a los profesionales Olga Rguez,OPINION
1790,P+,  He dicho tradicionalmente  no siempre Pero bien puntualizado RT @SerranoAlfonso mira el primero tras victoria 96 ;-),OPINION
1791,NONE,    Rajoy dice en un mitin q reformará la Ley del Menor @todosconmarta,OPINION
1792,P+,  @mgilguerrero @JoelaReina Míralos aquí  son la leche  a mi me encantan:http:tcoDyDB7YpU,OPINION
1793,P, Buenos días a todos,OPINION
1794,P+,  RT @contrastes_bcn @Albert_Rivera ABRIL 2011:Duran asegura que  de ninguna manera el Govern subirá los impuestos   el  renacimiento ético,OPINION
1795,N+,  No puede haber siesta para la crisis eurozona http:tcoiRKstX8Q,OPINION
1796,P, Hecho RT @ifilosofia Quiero hacer un regalo de Navidad a @MSF_espana (Médicos sin fronteras )  Alcanzar 100000 followers   Me ayudan,OPINION
1797,P, ahora con @Ana_Torroja en Protagonistas fin de semana,OPINION
1798,N, Anda Te pones un parche magnético en la piel y vibra cuando se recibe una llamada en el móvil http:tcoBDhLtz3B   Que disparate,OPINION
1799,NEU,   Y mientrasLa gerente de un órgano de la Junta apoya al @PSOE con medios oficiales http:tcoaHFPxBeI,OPINION
1800,P+,  Buenos díasbueno mediodías;),OPINION
1801,NONE,    A las 11:30 estaré en directo con Carlos Herrera  para hablar del programa #ElNumeroUno,OPINION
1802,P, Rajoy desgranará hoy en el Congreso su  catálogo de compromisos  ante la crisis http:tcoN2XJiKq7 vía @elmundoes,OPINION
1803,NONE,    Busca ;) RT @DaMa_MoCa @AlejandroSanz que es lo que no se ve,OPINION
1804,N, En el acto del 11M de CCOO y de UGT caen bofetones como panes al PP y al GobiernoHablan de  sus  Victimas y nos insultan  q barbaridad,OPINION
1805,N, No vuelvo#Budapest http:tco3f6m7dJd,OPINION
1806,P, Esperando comienzo JD PP MADRID Lleno de amigos twitteros http:tcopPIPqivH,OPINION
1807,NONE,    El Gobierno de @marianorajoy concede el indulto al preso Miguel Montes por las condenas q tenia pendientes,OPINION
1808,N, Granado reconoce que da los datos de paro  con objetividad  por estar en interinidad  Y antes @TelediarioInter 20:30,OPINION
1809,P+,  Os dejo una fotito mía en el túnel de vestuarios antes del partido Como me gusta estar en mi tierra Hoy ha sido de  nuevo un gran día,OPINION
1810,P+,  En el Gran teatro de Córdoba 1  http:tcoVM1WHqIV,OPINION
1811,N+,  @Juandecolmenero @carlosecue 5 líneas antes escribe Carlos que se hacen los sorprendidos pero que hace meses que hablaban del 8%,OPINION
1812,P+,  @R_Frias Semana del cine español en #Polonia http:tcoYT1GDapo Esta tarde iremos a ver  La chispa de la vida  que guay  Polonia,OPINION
1813,NEU,   CSIF se felicita de q sólo les hayan congelado el gob cat  molesto x quedarse sólo Lo comentamos @Godivaciones en @TelediarioInter 20:30,OPINION
1814,P+,  Buenos diiiiiiiaas Amanece y yo en el taxi http:tcodV2RqB0L,OPINION
1815,N+,  Pero Xq hay q ser tan mal hablado en el mundo del cine Es un esfuerzo decir 1 palabrota cada 4 palabras imagino  #PremiosGoya,OPINION
1816,P+,  Rubalcaba breve Partido fuerte  a trabajar  unidad y cambio #38CongresoPSOE,OPINION
1817,NONE,    Portada El Mundo http:tco4jamSWaf,OPINION
1818,N, Laspsus de Fátima Báñez acaba de bajar el salario mínimo interprofesional Ha dicho 640 euros  y son 641 Ahora rectifica,OPINION
1819,NONE,    Viernes Morningggggg,OPINION
1820,N, Con tanto ladino en el consejo de Administración de RTVE hay que ir con pies de plomo,OPINION
1821,P, Compre la Mezquita de Córdoba es trending topic Gracias (va de este artículo en mi blog http:tcok0nkU7JO ),OPINION
1822,P+,  Espero que te guste @raffpalmer @pedroj_ramirez Esteban me ha mandado tu libro dedicado Muchas gracias desde Mallorca,OPINION
1823,P, ZP lo paróEl Gobierno iniciará la remodelación del paseo marítimo de Fuengirola este año  http:tcobV7jvYUG enhorabuena @esperanzaona,OPINION
1824,N+,  Pero no luchaban por la cultura libre 10 mill de euros @amanda_mars Los fundadores de SeriesYonkis venden el portal http:tcoTRrRdXq1,OPINION
1825,N+,  800 m€  hay diferencia @heavydeo  impunes como la mafia o como el pp de Valencia mismo perro con distinto collar @jorgecampi,OPINION
1826,NEU,   Barça 0-1 Valencia,OPINION
1827,P,  Noticias descombacantes está disponible http:tcopdWFYyRa  Historias del día por @el_periodico,OPINION
1828,N, Rajoy  No ofrecemos un Gobierno milagroso,OPINION
1829,NEU,   Mucha tranquilidad entre los populares andaluces También en el circulo de Rajoy  desde donde no preven que llegue a Génova antes de las 8,OPINION
1830,P+,  Me encantan estos ratos mañaneros en los que paro a tomar un te y leer el periodico tranquilamente =),OPINION
1831,P, Rajoy resume su reto con una frase certera  Aquí no se puede gobernar pensando en la próxima media hora Hay que preparar el futuro,OPINION
1832,NONE,    Ahora a Zzzzzzzz;@,OPINION
1833,N, Es triste@mi_caye La viuda de Gregorio Ordóñez  San Sebastián es capital de la indignidad  - ABCes http:tcoH4pqIgzl via @abc_es,NONE
1834,NONE,    Bueno  a ver qué hace el Madrid Lo comentamos dentro de un rato con Edu en Radio Marca,NONE
1835,P, En el avión camino de Tenerife junto a @PastoraSoler @Chelu_Sanchez e @Igorbustamante :-) hasta luego,OPINION
1836,NONE,    Open Master Class@javiersolana &Pedro Alonso on  Global Health Challenges&Global Governance @esadegeo@ISGLOBALorg http:tcoUzhGWbiB…,OPINION
1837,P+,  Recomiendo la copia digital  excelente proyección del Capitol,OPINION
1838,P+,  @copeatalaya Hoy el control del programa esta abarrotado Gente entusiasmada con su trabajo Merece la pena verlos seguir el programa,OPINION
1839,P+,  que grande  ese abrazo de nadal con todo el equipo argentino IMPRESIONANTE como sabe ganar este campeón,OPINION
1840,P, RT @graciadelcielo Me propuse para este San Valentin salvar mi matrimonio Da clic en archivo &gt Guardar como &gt mi_matrimoniodoc  listo,OPINION
1841,NEU,   10 alarmas económicas y una receta desesperada Un análisis en mi blog http:tcoC3xC5Y0h,OPINION
1842,N, Se nota tensión en el ambiente del congreso del PP (La de los periodistas para encontrar títulos),OPINION
1843,NONE,    Cupcakes  @ Echevarría del Palo http:tcosOvLaKyv,OPINION
1844,NONE,    Rajoy ya está en Génova para seguir los resultados Montoro estará en la sede de Sevilla junto con Arenas,OPINION
1845,P+,  Les deseo lo mejor a todos los nuevos ministros y al Gobierno en su conjunto,OPINION
1846,NONE,    Portada El País http:tcoH5DUHndT,OPINION
1847,P+,  Y reitero que no es una cuestión personal  sino debate necesario que va mas allá de la profesión del periodismoLa red abre espacios nuevos,OPINION
1848,P, Ahora una siesta twitteros hasta luego grandes,OPINION
1849,NONE,    La APD pide que suba de 13 a 14 años la edad mínima para acceder a Facebook http:tcoTIdFZLOW via @mernissi #redessociales,OPINION
1850,NONE,    abces Sáenz de Santamaría el  efecto Soraya  llega a La Moncloa de Rajoy http:tcoJmT7mVdE,OPINION
1851,NONE,    Buenaaas,OPINION
1852,NONE,    ;-))))) RT @EPAndalucia Rajoy intervendrá el sábado en la convención del PP-A (@ppandaluz) en Málaga de cara al #25M - http:tcoIg8wjoCn,NONE
1853,P, Bueno mundo bello Por hoy desconecto  os mando cariño del bueno Salud,OPINION
1854,NONE,    Aquí estamos http:tcoNYvrXJaF,OPINION
1855,P+,  La cultura del esfuerzo personal hay q enseñarla  estimularla y premiarlaretribuirla Pero no confundirla con la sobreexplotación,OPINION
1856,NONE,    http:tcoRrBalgIR,OPINION
1857,N+,  Y preguntamos en @13tv_AlDia   engañó @marianorajoy a los votantes (impuestos) o engañó el @PSOE a los españoles (déficit) @DHAM_13tv,OPINION
1858,NONE,    En 5 minutos primera reacción de @PSOE a las medidas del gobierno Puedes seguirlo en PSOEtv,OPINION
1859,P+,  A vosotros siempre ;-)) RT @90mn90d @mariviromero Gracias :),OPINION
1860,N, Se confirma mi alejamiento del mundo no sé quién es Adele,OPINION
1861,N+,  Algunas paradojas electorales Una victoria que decepciona y una derrota que trae alegría http:tcovch0TScN #25M,OPINION
1862,P+,  Interesante charla de Salomé Berrocal  muy práctica y con datos sobre el #infoentretenimiento #jornadaucjcsep,OPINION
1863,P+,  @Magitorras  Felicidades a @Edurnity Pasa un feliz dia amor Muaaaakmuchísimas gracias guapetón Muaksss,OPINION
1864,N, #Rajoy admite que ha pensado que los sindicatos pueden convocar una huelga por la reforma laboral   seria un irresponsable si no lo hiciera,OPINION
1865,P+,  Portada de  Público   domingo Rubalcaba gana al sprint el apoyo de Felipe y Guerra fue clave en el voto andaluz http:tcoMFeGACUu,OPINION
1866,NONE,    Comienza sesión  preside Diputado de más eda y  secretario el más joven (Mesa de Edad) http:tcowIDmpsUC,NONE
1867,P, #americanhorrorstory me está enganchando,OPINION
1868,NONE,    RT @loulancho hoy a las 9 con @abarceloh25 hablamos con @sevillajordi y @CesarCalderon sobre la desafección políticaHay otras ideas,OPINION
1869,P+,  RT @PoliticaMadrid Escobar recomienda a IU Andalucía que no tenga complejos de coincidir con el PP http:tcojfJtpZAD vía @EuropaPress_es,OPINION
1870,P+,  La viuda de Steve Jobs con Mechelle Obama en el  Estado de  de la Union   del Presidente ObamaBello gesto,OPINION
1871,P, Me voy a leer un rato  Un día más con vida  de Ryszard #Kapuscinscki Gran descubrimiento del reportero polaco ;) http:tcocnha2Jy6,OPINION
1872,N, Ertzaintza  Confebask y Gob Vasco tratan de minimizar la extorsión de BatasunaETA a El País Y se confunden campañas con lo que está pasand,OPINION
1873,NONE,    #viacrucisValle http:tcoQHC01bXJ,OPINION
1874,P+,  Gracias Bcna;) seguimos disfrutando y    Mejorando este nuevo #yeswespainISDIFFERENT ;),OPINION
1875,P+,  Si conseguimos la holgada mayoría que necesita el CAMBIO trabajaremos desde el minuto uno para ganar la partida al PARO y a la CRISIS,OPINION
1876,P+,  @JuanMa_Moreno ;-) tu mas ;-) tengo ganas de verte Un beso,OPINION
1877,P+,  Adoro a Sofía Vergara,OPINION
1878,P, Quién lo hubiera dicho Ana Botella  nueva alcaldesa de Madrid con los votos del Partido Popular http:tco75AwLCY3 vía @elmundoes,OPINION
1879,P+,  Castilla y León en cabeza RT @Pepemaras @marianorajoy propone a Jesús Posada como Presidente del Congreso,OPINION
1880,NONE,    La sentencia de Camps es recurrible ante el Tribunal Supremo http:tcoNyXfZr5f,OPINION
1881,P+,  Ah y hoy pongo una velita  que hay luna llena Mis mejores deseos para vosotros que me dais tanta luz y compañía,OPINION
1882,P, Un espectador con nariz roja  en homenaje a aquellos días salvajes http:tcok8PZrBrT,OPINION
1883,N+,   Constitución  Constitución   Cuántos viajes y comidas gratis se han dado en tu nombre  feliz día,OPINION
1884,NONE,    #investidurarajoy comienzan las intervenciones del Grupo Mixto Sube como portavoz de Amaiur  iñaki Antigüedad,OPINION
1885,N, @AgCastellote un abrazo fuerte para ti y los compañeros agredidos hoy  recordando q la única batalla que se pierde es la que se abandona,OPINION
1886,P+,  Os pido un regalo de Reyes Podriais pedir en las emisoras de radio que pongan el disco #positivegeneration  De verdad nos necesitan,OPINION
1887,P+,  Aurrera Athletic Con ese golazo de Llorente vamos a por la victoria Con este Manchester no tenemos ni para empezar (al descanso 1-1),OPINION
1888,P+,  UPyD reclama techos de gasto para comunidades y ayuntamientos y plan de recortes que evite asimetríashttp:tcozhsvZWCO,OPINION
1889,P+,  Teresa Cunillera (PSOE) premio  Luis Carandell  a la mejor relación con la prensa #premiosAPP,OPINION
1890,P+,  Esta mañana con @eliasbendodo @juanma_moreno @esperanzaona @pacodelatorrep en el acto de igualdad http:tco70HZ82Ys,NONE
1891,N, Mi análisis mañana en @elconfidencial  Una huelga de baja intensidad que relaja la presión sobre Rajoy  #dospalabras,OPINION
1892,N+,   No decía el PP que subir los impuestos genera paro  No era el paro la prioridad,OPINION
1893,P, El fundador de Slashdot se pasa al WashPost RT @NiemanLab Why @cmdrtaco joined WaPo Journalism is bigger than print http:tcoWQO0YHHX,OPINION
1894,N, Con moneda y sin Unión Desventuras 11 @lbassetshttp:wwwelpaiscomarticulodomingomonedaUnionelppor20120101elpdmg_1Tes vía @el_pais,OPINION
1895,P, Jajajajaj RT @ALIandCIA RT @vasconita Acepto  gato satánico  como elemento decorativo http:tcoRziD5y1P,OPINION
1896,N+,  diariosures Solo dos de cada diez arquitectos viven exclusivamente de la profesión http:tcob8pRjTqR,OPINION
1897,P+,  Impresionante las vistas por dentro del nicho del buda  y mucho vértigo  #Afganistán #Bamiyán http:tcotFB8iknI,OPINION
1898,NEU,   Portada de  Público   viernes La absolución de Camps un lío para el PP Merkel bendice a Rajoy http:tcoE4FqRa3P,OPINION
1899,N+,  Los maticesObama:garantías que Iran no tendrá el arma nuclearEn lugar de Iran no tendrá las  capacidades para tener el Gran debate,OPINION
1900,N, Cuatro aseos públicos para todo Madrid Río Marisa de Ybarra reclama más dotaciones en el recinto http:tco24o9nvWv,OPINION
1901,P+,  Gracias mil SazatornilLe abraza  SazaImpecable siempre en todas sus interpretaciones#clásicos http:tcoOG6hUwHv,OPINION
1902,NEU,   Garzón  hoy en el banquillo por las escuchas a abogados de Gürtel  Creéis que será condenado,OPINION
1903,P, Esta tarde a las 20 h  en el Centro de Arte Moderno (Galileo 52  Madrid)  presentamos el libro de Luisa Etxenike  El detective de sonidos,OPINION
1904,N, Esperanza Aguirre Pido a los madrileños que cumplan con su deber cívico de denunciar cualquier acto violento cometido durante la huelga,OPINION
1905,NONE,    #elcambioandaluz ya tiene fecha 25 de Marzo de 2012 http:tcoFB4kjpmG,OPINION
1906,P+,  bien visto @lavivaestampa @Buenafuente con el tema de laSexta y A3 te vislumbro así https:tcoN4LoBWb1saludos maestro,OPINION
1907,P+,  Las ofertas de última hora de http:tco5rR3tfOA son la bomba Desde 25€persona y noche,OPINION
1908,P+,  Sobre Urdangarin  @PPopular el  más absoluto respeto a todas las resoluciones judiciales @PSOE profundo respeto por la decisión del juez,OPINION
1909,NONE,    Vamos a por el viernes ( @ Ayuntamiento de Málaga ) [pic]: http:tcolzDVsoCu,OPINION
1910,P, Mañana en @20m los mejores gadgets del año tabletas  smartphones  teles  cámaras Si te lo pierdes  aquí http:tcoUMvf1zXW,OPINION
1911,N, En un pueblo de Valencia agreden a periodistas por grabar tradición de lanzar ratas http:tco0UeJK8FA  (via @JaviCebrian_ ),OPINION
1912,NEU,   Guindos y Montoro  esa pareja irrepetible Menos mal que Rajoy preside la Comision delegada de asuntos económicos,OPINION
1913,P, Me apetece mucho el viaje de mañana a Marbella y la firma de #ElPrimerNaufragio el sábado a las 12 en ECI de Málaga Os espero  tuiteros,OPINION
1914,P+,  La puse en mi facebook ;) RT @momiasanzera @AlejandroSanz Y la foto del camerinoooaa ( hola Aleee (:,OPINION
1915,NONE,    Le he planteado al ministro la revisión de la ley 34 2006 para los licenciados en derecho,OPINION
1916,NONE,    Mi primer día de radio acaba con luna llena,OPINION
1917,NONE,    La página de La Brujula de la Ciencia que hace Alberto Aparici http:tcoCXHZaoKd,OPINION
1918,P, El CE aprueba pacto fiscal y fondo rescate permanente Además acuerda usar fondos comunitarios para apoyar a Pymes y fomentar empleo juvenil,OPINION
1919,NONE,    Esta noche estaré en @59_segundos Hablaremos de Matas  las elecciones andaluzas y asturianas  Guerrero y su chófer,OPINION
